song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Bodai Yethum,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:42,Tamil,05-05-2002,0.78,0.15,0.123,0.0,-7.51,0.015,144.034,1,4,0.048,4,34,6259665,2002
Puttam Pudu,Mano|Sujatha Mohan,/artist/mano|/artist/sujatha,04:00,Tamil,01-04-2022,0.06,0.048,0.114,0.243,-2.46,0.003,151.972,1,10,0.024,4,88,1336930,2022
Siluvaiyil,Bro D.G.S. Dhinakaran,/artist/bro-dgs-dhinakaran-39,02:08,Tamil,12-10-2007,0.48,0.42,0.243,0.8,-10.744,0.0809,139.85,1,8,0.033,4,75,2097559,2007
Kannan Naalum,S. Janaki,/artist/s-janaki,04:02,Tamil,06-08-2006,0.29,0.226,0.948,0.162,-4.319,0.0725,128.091,0,10,0.02,4,41,1519541,2006
Poongathave Thaal,Uma Ramanan|Deepan Chakarvarthy,/artist/uma-ramanan-1|/artist/deepan-chakarvarthy-1,04:02,Tamil,03-09-2007,0.71,0.93,0.751,0.0,-3.504,0.0752,147.026,0,6,0.006,4,59,621943,2007
Ethanai Manithargal,P. Jayachandran,/artist/p-jayachandran-1,03:38,Tamil,11-11-2004,0.7,0.6,0.426,0.6,-10.419,0.08,199.896,0,4,0.01,4,35,270534,2004
Pathinaaru Vayadhinile,Vani Jairam,/artist/vani-jayaram,04:14,Tamil,02-05-2020,0.82,0.26,0.045,0.4,-9.289,0.0216,170.072,1,8,0.045,4,60,1681613,2020
Naan Paadum Paattu,S. P. Sailaja,/artist/s-p-sailaja-2,04:13,Tamil,11-12-2007,0.71,0.494,0.349,0.298,-10.353,0.02,162.898,1,1,0.08,4,28,3932962,2007
Veedu Manaivi Makkal,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:05,Tamil,07-12-2022,0.13,0.23,0.665,0.9,-13.87,0.06,170.03,1,9,0.03,4,30,10604885,2022
Surangani,Malaysia Vasudevan|Renuka,/artist/malaysia-vasudevan|/artist/renuka,02:02,Tamil,06-04-2001,0.67,0.63,0.088,0.6,-2.277,0.0838,154.834,1,9,0.0305,4,44,4767258,2001
Kangalum Kavipaduthey,Tiruchi Loganathan|Sirkazhi Govindarajan,/artist/tiruchi-loganathan|/artist/sirkazhi-govindarajan,03:48,Tamil,12-02-2022,0.3,0.823,0.686,0.336,-10.785,0.05,139.946,1,2,0.08,4,37,2982336,2022
Kannithamizh Manam,P. Susheela,/artist/p-suseela-2,04:02,Tamil,11-08-2001,0.92,0.98,0.635,0.2,-3.56,0.01,127.027,0,3,0.0843,4,70,10127513,2001
Yea Annaa (Ethuvarai Avaludan Aadave),Manorama|L.R. Eswari,/artist/manorama|/artist/lr-eswari-2,04:47,Tamil,02-08-2000,0.55,0.372,0.686,0.186,-11.549,0.0139,109.971,1,1,0.07,4,43,8625426,2000
Hey Thanni,S. Janaki|Ilaiyaraaja,/artist/s-janaki|/artist/iiaiyaraaja,04:05,Tamil,05-08-2003,0.92,0.45,0.682,0.2,-12.063,0.055,191.926,1,11,0.012,4,47,5079289,2003
Orupuram Vedan,Vani Jairam,/artist/vani-jayaram,03:08,Tamil,06-03-2003,0.27,0.604,0.127,0.535,-7.515,0.0698,145.006,1,9,0.04,4,34,450666,2003
Thirumbi Vaa,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:51,Tamil,02-08-2009,0.01,0.51,0.885,0.2,-11.006,0.0164,124.027,0,1,0.0,4,33,8374431,2009
Aambalaikku Pomballai,A.L. Raghavan|L.R. Eswari,/artist/al-raghavan-1|/artist/lr-eswari-2,03:03,Tamil,09-08-2021,0.28,0.927,0.752,0.826,-10.847,0.049,159.034,0,10,0.09,4,68,1006971,2021
Tholargale Tevira Sakthikaglin Thee Pilambugale - StoryAndDialogues,Sivaji Ganesan,/artist/sivaji-ganesan,04:11,Tamil,08-03-2002,0.19,0.89,0.171,0.9,-2.277,0.0347,146.006,1,1,0.004,4,27,7448115,2002
Yaar Antha Nilavu,T M S Selvakumar,/artist/t-m-s-selvakumar,04:38,Tamil,03-11-2003,0.99,0.979,0.965,0.96,-2.436,0.04,199.752,1,5,0.047,4,93,7538608,2003
Pani Mazhai,S. P. Sailaja|Dheepan Chakravarthy,/artist/s-p-sailaja-2|/artist/dheepan-chakravarthy,04:36,Tamil,11-04-2001,0.93,0.766,0.24,0.209,-7.854,0.1,183.802,1,5,0.1,4,81,10541583,2001
Nallathor Veenaiseithe,Rajkumar Bharathi,/artist/rajkumar-bharathi,03:07,Tamil,03-05-2020,0.01,0.05,0.331,0.6,-6.384,0.069,122.998,0,8,0.05,4,60,6275278,2020
Iraivan,K J Yesudas|Vani Jairam,/artist/k-j-yesudas|/artist/vani-jayaram,05:06,Tamil,01-03-2002,0.91,0.63,0.647,0.0,-3.179,0.08,168.008,1,1,0.0284,4,59,7293694,2002
Chandiranthan Poranthiruchu,Malaysia Vasudevan|Sasirekha,/artist/malaysia-vasudevan|/artist/sasirekha,02:46,Tamil,05-04-2023,0.61,0.61,0.494,0.9,-13.99,0.0442,130.031,0,11,0.0108,4,29,4416536,2023
Vaaiyaa Raja,P Suhseela,/artist/p-suhseela,04:01,Tamil,09-01-2002,0.18,0.122,0.996,0.648,-12.245,0.0741,144.939,1,9,0.0859,4,91,731308,2002
Yevaridathum Thavarumilai,P. Susheela,/artist/p-suseela-2,03:21,Tamil,10-11-2005,0.73,0.587,0.592,0.879,-8.138,0.009,139.877,1,1,0.077,4,65,5093470,2005
Pazhani Sandhana,L.R. Eswari|Sirkazhi Govindarajan,/artist/lr-eswari-2|/artist/sirkazhi-govindarajan,03:13,Tamil,08-04-2006,0.43,0.852,0.291,0.447,-13.101,0.018,173.235,1,1,0.048,4,53,364903,2006
Vadakkathu,Uma Ramanan,/artist/uma-ramanan-1,04:45,Tamil,04-01-2022,0.25,0.97,0.743,0.9,-2.555,0.1,149.972,0,11,0.0776,4,94,3817334,2022
Mayakkaththai,P. Susheela,/artist/p-suseela-2,03:04,Tamil,05-03-2008,0.87,0.548,0.445,0.537,-11.86,0.08,160.186,1,9,0.0268,4,39,6335842,2008
Raajaveethi Bhavanivanthathu,Saibaba|T.M. Soundararajan|P. Susheela|L.R. Anjali,/artist/saibaba|/artist/tm-soundararajan|/artist/p-suseela-2|/artist/lr-anjali,05:53,Tamil,06-10-2007,0.92,0.722,0.056,0.385,-13.143,0.0739,138.015,1,1,0.0491,4,87,7709098,2007
Oh Buck Buck,P. Susheela,/artist/p-suseela-2,03:45,Tamil,03-04-2002,0.18,0.76,0.165,0.7,-13.23,0.0646,162.048,0,11,0.04,4,66,4962285,2002
Njan Ninne Sammathichu,S. Janaki,/artist/s-janaki,03:50,Tamil,10-08-2004,0.76,0.91,0.151,0.0,-12.286,0.0145,149.818,1,1,0.02,4,89,5914068,2004
Neengal Aththanai,T M S Selvakumar,/artist/t-m-s-selvakumar,03:46,Tamil,07-04-2006,0.36,0.98,0.884,0.5,-9.341,0.026,127.029,1,10,0.0178,4,41,11224845,2006
Palkaran Pendatti,Suruli Rajan|L.R. Eswari,/artist/suruli-rajan|/artist/lr-eswari-2,04:02,Tamil,09-08-2020,0.58,0.46,0.301,0.4,-8.3,0.002,135.028,1,1,0.026,4,74,1011352,2020
Adi Aadu,Malaysia Vasudevan|Chorus,/artist/malaysia-vasudevan|/artist/chorus,04:38,Tamil,11-01-2024,0.48,0.443,0.613,0.287,-12.178,0.0403,168.274,1,0,0.082,4,93,663919,2024
Theriyum Theriyum,P Suhseela|S. P. Balasubrahmanyam,/artist/p-suhseela|/artist/s-p-balasubrahamanyam,04:49,Tamil,10-10-2009,0.4,0.111,0.314,0.995,-10.153,0.08,181.786,1,1,0.096,4,75,1179016,2009
Noolumillai,T M S Selvakumar,/artist/t-m-s-selvakumar,05:27,Tamil,03-11-2005,0.73,0.122,0.446,0.673,-7.775,0.0,132.021,0,10,0.03,4,34,2132094,2005
Gnabakam Illaiyo (Duet),S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:14,Tamil,10-07-2003,0.41,0.124,0.742,0.092,-3.246,0.002,176.754,1,5,0.009,4,30,4957149,2003
Aalayamaniyin Osaiai,U. Thiyagarajan|Orchestra,/artist/u-thiyagarajan-1|/artist/orchestra,04:51,Tamil,09-02-2003,0.23,0.68,0.728,0.6,-9.565,0.0596,114.047,0,7,0.061,4,82,3650560,2003
Oru Naal Varuval Mummy,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:16,Tamil,08-07-2001,0.54,0.3,0.295,0.4,-3.525,0.08,199.974,0,0,0.05,4,86,11112708,2001
Naan Paartha,T.M. Soundararajan,/artist/tm-soundararajan,06:17,Tamil,05-12-2008,0.4,0.774,0.273,0.553,-7.406,0.093,149.982,1,2,0.0213,4,92,8028882,2008
Sri Balaji Suprabhatam,Sulamangalam Sister,/artist/sulamangalam-sister,22:21,Tamil,10-12-2022,0.37,0.42,0.164,0.4,-2.946,0.0237,143.026,1,1,0.02,4,25,2557161,2022
Odayile Oru Thamarai Poo,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,04:08,Tamil,09-01-2002,0.41,0.81,0.769,0.6,-9.397,0.01,127.057,0,0,0.1,4,98,2841895,2002
Ennamma Singaara,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:34,Tamil,12-02-2000,0.36,0.849,0.914,0.442,-3.969,0.07,149.552,0,10,0.003,4,47,710009,2000
Malai Mugapinil,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:32,Tamil,09-06-2020,0.4,0.123,0.542,0.918,-12.878,0.062,140.054,1,6,0.049,4,88,2028805,2020
Pirandha Idam,L.R. Eswari,/artist/lr-eswari-2,03:45,Tamil,02-05-2008,0.24,0.46,0.743,0.8,-12.518,0.02,153.016,1,1,0.02,4,82,3401209,2008
Boom Boom Maattukkaaran,P. Susheela,/artist/p-suseela-2,03:43,Tamil,05-06-2022,0.26,0.876,0.022,0.536,-8.242,0.1,155.928,0,6,0.048,4,26,4070614,2022
Thanniye Pottaa,Kalyani Menon|Kamal Haasan|Sri Priya,/artist/kalyani-menon|/artist/kamal-haasan|/artist/sri-priya,04:37,Tamil,06-08-2002,0.16,0.7,0.383,0.5,-6.455,0.097,149.923,0,6,0.0404,4,49,9405240,2002
Enna Vegam,T.M. Soundararajan|A.L. Raghavan|Pattom Sadan,/artist/tm-soundararajan|/artist/al-raghavan-1|/artist/pattom-sadan,03:04,Tamil,09-12-2020,0.9,0.65,0.268,0.8,-5.936,0.03,174.027,1,0,0.03,4,65,7434444,2020
Pranavathin Porule,P. Susheela,/artist/p-suseela-2,06:07,Tamil,09-04-2007,0.75,0.512,0.339,0.677,-13.365,0.0208,160.07,0,11,0.067,4,34,7176134,2007
Mayakkum Mannan,L.R. Eswari,/artist/lr-eswari-2,03:09,Tamil,07-04-2022,0.88,0.63,0.924,0.9,-12.099,0.0009,188.064,0,5,0.0672,4,85,3083703,2022
Solladi Abhirami,T.M. Soundararajan,/artist/tm-soundararajan,03:27,Tamil,07-06-2004,0.34,0.475,0.64,0.538,-3.868,0.0462,154.116,0,11,0.09,4,35,5071475,2004
Kadhal Mayakkam_1,P. Jayachandran|Sunanda,/artist/p-jayachandran-1|/artist/p-sunanda,05:41,Tamil,11-08-2020,0.62,0.89,0.194,0.0,-10.604,0.09,178.0,1,4,0.05,4,52,125895,2020
Aayiram Kannukku,T.M. Soundararajan,/artist/tm-soundararajan,04:03,Tamil,12-02-2005,0.09,0.98,0.329,0.425,-3.409,0.06,184.078,1,0,0.0569,4,99,11136629,2005
Sevanthi Poova,Latha Kannan,/artist/latha-kannan,04:35,Tamil,05-02-2021,0.43,0.11,0.391,0.0,-10.762,0.085,113.971,1,8,0.03,4,98,8168888,2021
Inthiya Naadu,L.R. Eswari|P Suhseela|T M S Selvakumar|Krystal Klear|Yasmin,/artist/lr-eswari-2|/artist/p-suhseela|/artist/t-m-s-selvakumar|/artist/krystal-klear|/artist/yasmin,05:30,Tamil,07-05-2008,0.68,0.51,0.657,0.8,-13.289,0.0152,132.064,1,2,0.044,4,72,4782475,2008
Myna Myna,Vairamuthu,/artist/vairamuthu,04:48,Tamil,12-08-2001,0.05,0.28,0.422,0.4,-9.286,0.0537,145.035,1,2,0.05,4,96,828653,2001
Purushantha evan Purushantha,Malaysia Vasudevan|P. Susheela,/artist/malaysia-vasudevan|/artist/p-suseela-2,05:36,Tamil,03-08-2022,0.65,0.041,0.452,0.526,-13.425,0.06,155.045,0,5,0.0233,4,31,1652448,2022
Devadasum Naanum,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:28,Tamil,01-03-2020,0.02,0.4,0.373,0.7,-3.683,0.096,141.016,1,1,0.0688,4,27,1964176,2020
Neela Niram,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,04:31,Tamil,02-11-2022,0.74,0.168,0.638,0.028,-7.099,0.096,200.234,1,3,0.01,4,54,656195,2022
Kalyanamam Kalyanam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:24,Tamil,03-10-2008,0.45,0.99,0.297,0.3,-2.749,0.0341,151.993,0,0,0.09,4,39,9523465,2008
Thanimayile (Pathos),A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:03,Tamil,04-10-2006,0.37,0.023,0.127,0.518,-13.81,0.042,167.879,1,2,0.08,4,93,8207613,2006
Deva and Namachivaya,Dr. Seerkazhi S. Govindarajan|P. Susheela,/artist/dr-seerkazhi-s-govindarajan-2|/artist/p-suseela-2,02:28,Tamil,09-02-2021,0.97,0.085,0.638,0.527,-11.755,0.075,155.034,1,10,0.09,4,55,1093605,2021
Vannaththamizh,C S Jayaraman,/artist/c-s-jayaraman,04:10,Tamil,08-02-2005,0.6,0.21,0.714,0.9,-6.206,0.0234,198.158,0,11,0.06,4,93,9788395,2005
Oraayiram Naatakam,P. Susheela,/artist/p-suseela-2,03:31,Tamil,12-07-2008,0.36,0.47,0.271,1.0,-6.329,0.0601,165.057,0,1,0.0472,4,76,10193826,2008
Yaaraithaan Nambuvatho,P. Susheela,/artist/p-suseela-2,03:39,Tamil,12-03-2006,0.69,0.624,0.769,0.963,-5.16,0.1,173.739,0,2,0.0509,4,87,2379067,2006
Ada Yaaro,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:36,Tamil,06-01-2003,0.22,0.99,0.556,0.1,-7.202,0.073,199.854,0,6,0.1,4,32,4769680,2003
Aththaikku Piranthaval  Medhaikku,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:41,Tamil,11-12-2005,0.27,0.892,0.18,0.256,-2.116,0.003,146.744,1,1,0.087,4,59,1614913,2005
Paadam Kandaen,P. Susheela,/artist/p-suseela-2,06:02,Tamil,08-12-2021,0.0,0.54,0.461,0.6,-9.312,0.0,163.984,1,1,0.0819,4,92,3359287,2021
Needhi Idhuthana,P.B. Sreenivas,/artist/pb-sreenivas,02:55,Tamil,07-09-2022,0.7,0.711,0.212,0.167,-5.087,0.074,194.028,0,7,0.007,4,52,10134695,2022
Azhagan Murugandah,P. Susheela,/artist/p-suseela-2,05:03,Tamil,11-04-2005,0.9,0.1,0.296,0.9,-2.206,0.08,155.012,1,11,0.0434,4,99,8209460,2005
Yeena Venum Thinnungada,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:24,Tamil,03-11-2020,0.32,0.27,0.259,0.3,-2.706,0.0941,165.924,0,10,0.0655,4,72,10571972,2020
Chellakkiliye Mella Pesu,P Suhseela,/artist/p-suhseela,02:44,Tamil,11-10-2007,0.34,0.284,0.523,0.308,-11.974,0.06,139.97,0,10,0.002,4,74,11061609,2007
Vaadaatha Pushpame,P.B. Sreenivas,/artist/pb-sreenivas,02:47,Tamil,07-08-2020,0.66,0.87,0.045,0.2,-2.629,0.062,155.756,0,6,0.09,4,80,11353721,2020
Pongum Kadalosai,Vani Jairam,/artist/vani-jayaram,03:32,Tamil,03-11-2022,0.99,0.585,0.104,0.545,-5.61,0.069,151.486,0,8,0.0561,4,68,3592292,2022
Kannanukkum,P. Susheela,/artist/p-suseela-2,02:53,Tamil,02-07-2009,0.0,0.54,0.485,0.2,-10.333,0.0952,134.825,1,2,0.1,4,30,10410077,2009
Kungkuma Kolangal,Vani Jairam,/artist/vani-jayaram,03:00,Tamil,06-11-2002,0.22,0.991,0.172,0.23,-8.485,0.097,194.026,1,1,0.0153,4,58,4858112,2002
Koduthu Paar Paar,A. M. Rajah|P. Susheela|Jikki|Tirchy Loganathan,/artist/a-m-rajah-1|/artist/p-suseela-2|/artist/jikki|/artist/tirchy-loganathan,04:46,Tamil,12-04-2005,0.77,0.45,0.827,0.073,-2.614,0.0,160.586,1,9,0.035,4,99,1746686,2005
Sollavo Sugamana,P. Susheela,/artist/p-suseela-2,03:21,Tamil,09-03-2004,0.27,0.06,0.699,0.384,-2.257,0.09,150.059,1,5,0.069,4,34,7584899,2004
Maasi Maasa,Vani Jairam,/artist/vani-jayaram,03:18,Tamil,06-10-2008,0.4,0.74,0.133,0.0,-12.731,0.04,142.155,0,11,0.015,4,94,6428514,2008
Oh Maina Oh Maina,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:04,Tamil,10-04-2020,0.5,0.84,0.708,1.0,-4.068,0.0068,124.839,1,11,0.089,4,87,9152946,2020
Ullangal,Ilaiyaraaja,/artist/iiaiyaraaja,04:08,Tamil,01-01-2022,0.46,0.518,0.845,0.481,-2.661,0.0487,130.069,0,8,0.0833,4,43,1020674,2022
Maathennal Padaithan,T.M. Soundararajan|S. P. Balasubrahmanyam|L.R. Eswari|M.R. Vijaya,/artist/tm-soundararajan|/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2|/artist/mr-vijaya-12,04:09,Tamil,08-12-2004,0.56,0.184,1.0,0.581,-12.212,0.07,199.938,1,9,0.039,4,97,7526107,2004
Nee Nenachadum,T M S Selvakumar,/artist/t-m-s-selvakumar,03:31,Tamil,03-04-2001,0.49,0.9,0.222,0.1,-8.372,0.0695,185.178,1,1,0.04,4,26,10140046,2001
Potriduvom Pugazhnthiduvom,V. Nataraja Mudaliar,/artist/v-nataraja-mudaliar-1,03:03,Tamil,08-02-2008,0.03,0.933,0.973,0.975,-8.126,0.04,127.996,0,0,0.04,4,26,7460079,2008
Sathiyam Ithu,T.M. Soundararajan,/artist/tm-soundararajan,05:18,Tamil,02-03-2004,0.31,0.88,0.13,0.6,-7.524,0.03,195.94,1,0,0.0148,4,96,7026610,2004
Kaavalukku Velundu,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,04:41,Tamil,03-06-2021,0.98,0.619,0.791,0.691,-12.842,0.012,125.014,1,1,0.05,4,55,309420,2021
Naan Deivama,T. R. Mahalingam,/artist/t-r-mahalingam-1,03:05,Tamil,05-05-2022,0.56,0.08,0.861,0.4,-2.964,0.04,169.388,1,11,0.0134,4,85,9550081,2022
Band Music Aayiramkanpothathu English Notes,M. P. N. Ponnuswamy|M. P. N. Sethuraman,/artist/m-p-n-ponnuswamy-1|/artist/m-p-n-sethuraman-1,04:48,Tamil,11-05-2006,0.9,0.79,0.912,0.0,-8.835,0.005,151.044,1,1,0.0,4,73,10590223,2006
Kaathal,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:36,Tamil,11-07-2021,0.93,0.779,0.809,0.632,-6.142,0.04,158.202,1,8,0.09,4,49,5652892,2021
Muham Paartha,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:57,Tamil,05-05-2020,0.28,0.42,0.505,0.3,-11.76,0.075,159.542,1,1,0.0615,4,47,7856863,2020
Naan Padithaen Kanjiyle,T M S Selvakumar,/artist/t-m-s-selvakumar,06:10,Tamil,06-01-2009,0.28,0.567,0.747,0.028,-2.963,0.09,126.185,0,9,0.0123,4,83,7733962,2009
Nizhal Thedi,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,05:05,Tamil,12-08-2021,0.47,0.81,0.163,1.0,-2.702,0.082,161.012,0,3,0.017,4,84,8478043,2021
Sangeethame,S. Janaki,/artist/s-janaki,06:06,Tamil,06-10-2000,0.38,0.491,0.126,0.914,-3.954,0.08,169.902,1,1,0.044,4,58,8405917,2000
Vaangadi Chittukkala,L.R. Eswari,/artist/lr-eswari-2,03:25,Tamil,02-09-2002,0.35,0.01,0.125,0.1,-3.628,0.008,179.98,1,2,0.064,4,63,11219843,2002
En Rajathi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:32,Tamil,01-07-2008,0.03,0.69,0.131,0.5,-13.587,0.064,150.03,1,2,0.007,4,37,9833931,2008
Naan Yaar Yaar Endru,P. Susheela,/artist/p-suseela-2,05:38,Tamil,07-03-2006,0.35,0.341,0.185,0.205,-12.444,0.07,180.584,1,1,0.0079,4,30,6881957,2006
En Arumai Kathalikku,T.M. Soundararajan,/artist/tm-soundararajan,03:33,Tamil,06-11-2003,0.54,0.41,0.508,0.5,-6.146,0.0473,187.932,1,6,0.0365,4,80,8948972,2003
Thulli Thulli,S. Janaki|P. Susheela|B. Vasantha,/artist/s-janaki|/artist/p-suseela-2|/artist/b-vasantha-1,03:53,Tamil,05-08-2008,0.65,0.485,0.296,0.157,-2.688,0.02,180.358,1,1,0.0287,4,48,6784607,2008
Pattu Pu Pu Pu,S. Janaki|Chorus,/artist/s-janaki|/artist/chorus,04:25,Tamil,08-03-2006,0.54,0.85,0.215,0.6,-13.014,0.0826,183.95,0,5,0.099,4,68,7324097,2006
Thottu Thottilla,K J Yesudas,/artist/k-j-yesudas,02:49,Tamil,01-01-2004,0.53,0.34,0.547,0.06,-12.792,0.016,151.355,1,7,0.0582,4,95,4125185,2004
Ragam Talam Pallavi Endru,P.B.Srinivas|T.M. Soundararajan,/artist/pbsrinivas-1|/artist/tm-soundararajan,04:29,Tamil,04-03-2023,0.48,0.475,0.308,0.893,-12.976,0.0513,178.014,0,7,0.008,4,47,8075854,2023
Melathai,S. Janaki,/artist/s-janaki,04:38,Tamil,09-04-2022,0.47,0.92,0.131,0.6,-5.026,0.033,171.912,1,0,0.048,4,28,9691543,2022
Sathiyam Neeye,T.M. Soundararajan,/artist/tm-soundararajan,04:14,Tamil,04-04-2009,0.21,0.749,0.336,0.345,-9.102,0.0716,179.448,0,1,0.0943,4,86,2183693,2009
Ponnazhaguppenmai,P. Susheela|L.R. Eswari,/artist/p-suseela-2|/artist/lr-eswari-2,03:22,Tamil,08-12-2000,0.33,0.83,0.945,0.3,-12.937,0.061,177.976,0,7,0.06,4,79,3099278,2000
Madanorchavam,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,04:37,Tamil,08-04-2009,0.03,0.43,0.494,0.3,-11.448,0.093,181.708,1,9,0.038,4,56,11205374,2009
Solladi Abhirami,T.M. Soundararajan,/artist/tm-soundararajan,03:27,Tamil,12-07-2009,0.29,0.962,0.752,0.491,-13.072,0.09,180.046,1,9,0.03,4,52,4706688,2009
Vaanamum Phoomiyum - Bharathi Paul,Bharathi Paul,/artist/bharathi-paul,02:56,Tamil,12-12-2004,0.49,0.57,0.339,0.8,-2.955,0.0802,172.45,1,7,0.0102,4,60,6233948,2004
Vaazha Ninaiththaal,P. Susheela,/artist/p-suseela-2,02:11,Tamil,08-12-2004,0.52,0.293,0.473,0.665,-12.152,0.0,159.971,1,1,0.05,4,45,907862,2004
Pombala Oruththi,T.M. Soundararajan|A.L. Raghavan,/artist/tm-soundararajan|/artist/al-raghavan-1,04:14,Tamil,02-07-2001,0.13,0.84,0.542,0.5,-5.958,0.038,145.156,0,4,0.023,4,64,4511785,2001
Nilave Nee,M. S. Viswanathan|Jamuna,/artist/m-s-viswanathan-2|/artist/jamuna,03:38,Tamil,10-11-2009,0.81,0.205,0.587,0.819,-7.891,0.0348,114.957,1,7,0.026,4,57,2169374,2009
Poongkuyile,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:59,Tamil,02-04-2009,0.54,0.725,0.454,0.041,-12.975,0.07,148.058,1,3,0.09,4,78,769612,2009
Kanden Unthan,S. Janaki,/artist/s-janaki,04:04,Tamil,03-11-2008,0.11,0.166,0.478,0.338,-13.971,0.092,204.022,0,9,0.03,4,29,11067664,2008
Vaa Endradhu,P. Susheela,/artist/p-suseela-2,03:22,Tamil,01-02-2000,0.26,0.02,0.493,0.1,-3.484,0.0054,159.538,1,11,0.09,4,87,4675497,2000
Pani Thendral,Vani Jairam|Malaysia Vasudevan,/artist/vani-jayaram|/artist/malaysia-vasudevan,04:28,Tamil,04-03-2003,0.26,0.63,0.134,0.5,-7.133,0.0975,174.141,1,1,0.062,4,27,835389,2003
Mochchakottai,Vani Jairam|Chorus,/artist/vani-jayaram|/artist/chorus,04:11,Tamil,03-03-2007,0.44,0.095,0.311,0.173,-12.103,0.073,198.402,0,10,0.011,4,89,1903215,2007
Vaanagayya Vaathiyaariya,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:54,Tamil,10-02-2003,0.81,0.24,0.742,0.3,-7.435,0.05,191.046,0,5,0.04,4,82,10150794,2003
Sugam Yethilae,T.M. Soundararajan|L.R. Eswari|K J Yesudas,/artist/tm-soundararajan|/artist/lr-eswari-2|/artist/k-j-yesudas,04:08,Tamil,06-03-2022,0.35,0.033,0.685,0.103,-8.89,0.078,173.78,1,0,0.02,4,82,720194,2022
Kadavul Irukkindrar,T.M. Soundararajan,/artist/tm-soundararajan,04:23,Tamil,01-03-2022,0.6,0.09,0.183,0.7,-11.264,0.043,155.114,0,10,0.08,4,100,2143852,2022
Pavadai Thavaniyai,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,04:38,Tamil,04-11-2023,0.36,0.79,0.839,0.9,-8.173,0.06,172.124,0,7,0.021,4,75,1772201,2023
Maranatthai Jeyitha Prayer,Bro D.G.S. Dhinakaran,/artist/bro-dgs-dhinakaran-37,02:31,Tamil,07-06-2001,0.49,0.6,0.574,0.753,-5.801,0.052,131.971,1,1,0.053,4,37,8078665,2001
Vaa Vaa Maama,S. Janaki,/artist/s-janaki,04:32,Tamil,05-11-2022,0.07,0.669,0.231,0.937,-3.652,0.098,145.038,1,1,0.0987,4,51,4320433,2022
O Meri Dilruba,T.M. Soundararajan|Jayalalithaa,/artist/tm-soundararajan|/artist/jayalalithaa-6,04:38,Tamil,10-07-2005,0.78,0.05,0.513,1.0,-2.615,0.1,149.226,0,4,0.076,4,47,2334908,2005
Chinna Arumbum Malarum,Tiruchi Loganathan,/artist/tiruchi-loganathan,03:05,Tamil,07-01-2006,0.62,0.95,0.023,0.654,-4.67,0.0828,123.083,0,10,0.08,4,28,10329626,2006
Adi Mathalankotti,L.R. Eswari,/artist/lr-eswari-2,04:25,Tamil,06-01-2022,0.62,0.758,0.726,0.742,-3.416,0.0478,182.948,0,10,0.06,4,58,6377624,2022
Nee Siriththaal,Sulamangalam R Rajalakshmi,/artist/sulamangalam-r-rajalakshmi,03:43,Tamil,11-03-2003,0.32,0.66,0.92,0.3,-10.907,0.04,164.981,1,11,0.0863,4,66,360827,2003
